pmid,Title,Abstract,Author,Year,Volume,Issue,Journal,Citation,Link
37604468,Case Report: Relapsing Leptospirosis in an Immunocompromised Host.,"Leptospirosis is typically a self-limited febrile illness; when it occurs, meningitis usually develops early in the course. Here, we describe a patient who had engaged in freshwater activities in Kauai that was immunocompromised due to a history of mantle cell lymphoma, autologous hematopoietic cell transplant, and hypogammaglobulinemia. He developed leptospiral meningoencephalitis 11 weeks after illness onset and persistently detectable Leptospira DNA in blood and cerebrospinal fluid along with ongoing clinical illness, despite appropriate treatment.","['Prasad R', 'Narsana NK', 'Ajayi AA', 'Wang H', 'Patel J', 'Ho DY', 'Banaei N', 'Blackburn BG']",2023,,,Am J Trop Med Hyg,"Prasad R, et al. Case Report: Relapsing Leptospirosis in an Immunocompromised Host. Case Report: Relapsing Leptospirosis in an Immunocompromised Host. 2023; (unknown volume):(unknown pages). doi: 10.4269/ajtmh.23-0111",https://pubmed.ncbi.nlm.nih.gov/37604468/
37599631,Electrochemical aptasensor detection of electron transfer flavoprotein subunit beta for leptospirosis diagnosis.,Electron transfer flavoprotein subunit beta (ETFB) of ,"['Kositanont U', 'Srisawat C', 'Sripinitchai S', 'Thawornkuno C', 'Chaibun T', 'Karunaithas S', 'Promptmas C', 'Lertanantawong B']",2023,,,Analyst,"Kositanont U, et al. Electrochemical aptasensor detection of electron transfer flavoprotein subunit beta for leptospirosis diagnosis. Electrochemical aptasensor detection of electron transfer flavoprotein subunit beta for leptospirosis diagnosis. 2023; (unknown volume):(unknown pages). doi: 10.1039/d3an01064c",https://pubmed.ncbi.nlm.nih.gov/37599631/
37591900,"Aptamer-based assay for rapid detection, surveillance, and screening of pathogenic Leptospira in water samples.","Leptospirosis is a potentially fatal waterborne infection caused by Leptospira interrogans, impacting both humans and animals in tropical regions. However, current diagnostic methods for detecting pathogenic Leptospira have sensitivity, cost, and time limitations. Therefore, there is a critical need for a rapid, sensitive, and cost-effective detection method. This study presents the development of an aptamer-based assay for pathogenic Leptospira detection. Aptamers targeting Leptospira were generated using the SELEX method and screened for binding affinity with major Leptospiral outer membrane proteins through in silico analysis. The aptamer with the highest binding affinity was selected for further evaluation. To enable visual detection, the aptamer was conjugated to gold nanoparticles (AuNPs), resulting in a colorimetric response in the presence of L. interrogans. The aptamer-AuNP-based colorimetric assay exhibited a detection limit of 57 CFU/mL and demonstrated high specificity and reproducibility in detecting pathogenic Leptospira in water samples. This aptamer-based assay represents a significant advancement in leptospirosis diagnostics, offering a rapid, sensitive, and cost-effective approach for detecting pathogenic Leptospira. Its potential for epidemiological applications, such as outbreak source identification and improved prevention, diagnosis, and treatment, particularly in resource-limited settings, highlights its importance in addressing the challenges associated with leptospirosis.","['Vishwakarma A', 'Meganathan Y', 'Ramya M']",2023,13,1,Sci Rep,"Vishwakarma A, et al. Aptamer-based assay for rapid detection, surveillance, and screening of pathogenic Leptospira in water samples. Aptamer-based assay for rapid detection, surveillance, and screening of pathogenic Leptospira in water samples. 2023; 13:13379. doi: 10.1038/s41598-023-40120-w",https://pubmed.ncbi.nlm.nih.gov/37591900/
37589061,Molecular typing of Leptospira spp. in farmed and wild mammals reveals new host-serovar associations in New Zealand.,"AIMS: To apply molecular typing to DNA isolated from historical samples to determine 
MATERIALS AND METHODS: DNA samples used in this study were extracted from urine, serum or kidney samples (or 
RESULTS: We identified several associations between mammalian hosts and 
CONCLUSIONS: This study provides an updated summary of host-
CLINICAL RELEVANCE: To date, leptospirosis in New Zealand has been diagnosed with serological typing, which is deficient in typing all strains in circulation. Molecular methods are necessary to accurately type strains of ","['Wilkinson DA', 'Edwards M', 'Shum C', 'Moinet M', 'Anderson NE', 'Benschop J', 'Nisa S']",2023,,,N Z Vet J,"Wilkinson DA, et al. Molecular typing of Leptospira spp. in farmed and wild mammals reveals new host-serovar associations in New Zealand. Molecular typing of Leptospira spp. in farmed and wild mammals reveals new host-serovar associations in New Zealand. 2023; (unknown volume):1-9. doi: 10.1080/00480169.2023.2248930",https://pubmed.ncbi.nlm.nih.gov/37589061/
37577054,A systematic review on leptospirosis in cattle: A European perspective.,"Leptospirosis is a zoonotic disease which is globally distributed and represents a classic One Health issue that demands a comprehensive understanding of the hosts, transmission paths, and risk factors of transmission. Bovine leptospirosis often results in economic losses through its severe impact on reproduction performance while it threatens human health at human-cattle-environment interfaces. However, a clear analysis of the disease characteristics in European cattle is currently lacking. The objective of this review was to summarise the current knowledge on the epidemiology of bovine leptospirosis in Europe. We conducted a systematic literature review, screening four electronic databases, and filtered articles published between 2001 and 2021, in English, German, and French. Sixty-two articles were ultimately included in the review. The seroprevalence of leptospirosis in cattle was remarkably variable among studies, probably reflecting local variations but also heterogeneity in the study designs, laboratory methods, and sample sizes. Risk factors positively associated with the disease were diverse, related to local, environmental, and climatic parameters as well as farming practices. The most reported circulating ","['Sohm C', 'Steiner J', 'Jöbstl J', 'Wittek T', 'Firth C', 'Steinparzer R', 'Desvars-Larrive A']",2023,17,,One Health,"Sohm C, et al. A systematic review on leptospirosis in cattle: A European perspective. A systematic review on leptospirosis in cattle: A European perspective. 2023; 17:100608. doi: 10.1016/j.onehlt.2023.100608",https://pubmed.ncbi.nlm.nih.gov/37577054/
37570231,Molecular Epidemiology of Pathogenic Leptospira spp. Infecting Dogs in Latin America.,Canine leptospirosis is a bacterial disease caused by spirochetes of the genus ,"['Di Azevedo MIN', 'Aymée L', 'Borges ALDSB', 'Lilenbaum W']",2023,13,15,Animals (Basel),"Di Azevedo MIN, et al. Molecular Epidemiology of Pathogenic Leptospira spp. Infecting Dogs in Latin America. Molecular Epidemiology of Pathogenic Leptospira spp. Infecting Dogs in Latin America. 2023; 13:(unknown pages). doi: 10.3390/ani13152422",https://pubmed.ncbi.nlm.nih.gov/37570231/
37568313,,,,,,,,,
37547157,Severe Acute Pancreatitis Associated with Weil's Disease.,"Leptospirosis is an emerging zoonosis of worldwide importance. Its distribution is closely linked to hydrometric conditions. It is characterized by a wide clinical range, from the subclinical form, or one with few symptoms; which resolves spontaneously, to the multi-visceral form, known as icterrohemorrhagic disease or Weil's disease, with a lethal risk. All organs can be affected but with variable frequency. Pancreatic involvement is not well documented. We describe a 45-year-old man with Weil's disease associated with acute necrotizing pancreatitis. The evolution was favorable but required a three-week stay in the intensive care unit.","['Guechi M', 'Guenifi W', 'Gasmi A', 'Ouyahia A', 'Rais M', 'Boukhrissa H', 'Mechakra S', 'Hemamid H', 'Hakimi A', 'Lacheheb A']",2023,15,1,Middle East J Dig Dis,"Guechi M, et al. Severe Acute Pancreatitis Associated with Weil's Disease. Severe Acute Pancreatitis Associated with Weil's Disease. 2023; 15:53-56. doi: 10.34172/mejdd.2023.320",https://pubmed.ncbi.nlm.nih.gov/37547157/
37540477,Optimization and comparative analysis of LAMP and PCR techniques for the detection of leptospiral DNA in Golden Syrian hamsters.,"Leptospirosis is a zoonotic disease with significant public health and economic impact worldwide. Rapid and accurate diagnosis is essential for effective prevention and treatment. This study optimized a loop-mediated isothermal amplification (LAMP) assay using BFo isothermal DNA polymerase with different colorimetric indicators. LAMP was able to detect DNA from pathogenic and intermediate leptospires, while non-pathogenic leptospires and other non-leptospiral microorganisms were negative. LAMP assay combined with calcein showed a tenfold higher limit of detection (1 ng of leptospiral DNA per reaction) than LAMP combined with hydroxynaphthol blue or end-point PCR lipL32 (10 ng of DNA per reaction). Animal samples were collected from infected and non-infected Golden Syrian hamsters (Mesocricetus auratus) to evaluate and compare the performance of LAMP and PCR. These techniques showed a substantial agreement according to Cohen's kappa statistic, being both useful techniques for detecting leptospiral DNA in clinical samples. Overall, this study demonstrates that the LAMP assay is a sensitive, specific, rapid, and simple tool for the detection of leptospiral DNA. It has the potential to facilitate the diagnosis of leptospirosis, particularly in low-income regions with limited diagnosis resources.","['Hamer M', 'Watanabe O', 'Saraullo V', 'Ortega F', 'Sánchez C', 'Martínez M', 'Brihuega B', 'Grune Loffler S']",2023,,,Vet Res Commun,"Hamer M, et al. Optimization and comparative analysis of LAMP and PCR techniques for the detection of leptospiral DNA in Golden Syrian hamsters. Optimization and comparative analysis of LAMP and PCR techniques for the detection of leptospiral DNA in Golden Syrian hamsters. 2023; (unknown volume):(unknown pages). doi: 10.1007/s11259-023-10183-1",https://pubmed.ncbi.nlm.nih.gov/37540477/
37535179,"Genetic Analysis of LigA, LipL32, Loa22, and OmpL1 Antigens from Leptospira spp. Sejroe Serogroup: How Close We Are To a Vaccine Against Bovine Leptospirosis?","Bovine leptospirosis has as main causative agents Leptospira spp. from Sejroe serogroup. Vaccination is a crucial step to control this infection. The use of conserved proteins among Leptospira spp. is of great importance for a protective immune response. The aim of the present study is to genetically analyze antigens of Leptospira spp. from Sejroe serogroup strains isolated from cattle for a preliminary evaluation of vaccine candidates. Genes associated with antigenicity-LigA, LipL32, Loa22, and OmpL1-were analyzed through bioinformatic and immunoinformatic tools. Despite high diversity observed in strains, on an amino acid level, highly conserved regions were observed (> 90%), particularly in LipL32 gene. Moreover, highly conserved amino acid regions (> 30 aa) were observed in all genes, regardless of species, geographical origin or biological source of isolation. Superposed structures of protein fragments including all the predicted MHC-II and B-Cell epitopes were demonstrated. Results presented herein are preliminary, but a fundamental step towards the development of an efficient vaccine against bovine leptospirosis, a silent but enormously concerning disease.","['Di Azevedo MIN', 'Borges ALDSB', 'Kremer F', 'de Melo JDSL', 'Carvalho-Costa FA', 'Lilenbaum W']",2023,80,9,Curr Microbiol,"Di Azevedo MIN, et al. Genetic Analysis of LigA, LipL32, Loa22, and OmpL1 Antigens from Leptospira spp. Sejroe Serogroup: How Close We Are To a Vaccine Against Bovine Leptospirosis?. Genetic Analysis of LigA, LipL32, Loa22, and OmpL1 Antigens from Leptospira spp. Sejroe Serogroup: How Close We Are To a Vaccine Against Bovine Leptospirosis?. 2023; 80:310. doi: 10.1007/s00284-023-03414-w",https://pubmed.ncbi.nlm.nih.gov/37535179/
37530277,"Leptospiral uveitis- ""Transition 'from epidemic to endemic form"" difficulties in laboratory confirmations.","PURPOSE: Leptospirosis is a waterborne zoonotic disease that primarily causes systemic illness, followed by uveitis. After heavy flooding in Madurai district, an epidemic outbreak of systemic and ocular leptospirosis occurred in 1994. Our data shows a transition to endemicity after each epidemic.
AIM: The aim of this study is to report the clinical signs, epidemic outbreaks, and persistent endemicity of leptospiral uveitis, as well as the diagnostic dilemmas associated with it.
METHODS: A retrospective analysis of clinical signs was conducted using medical records of leptospiral uveitis patients over a period of 27 years (1994-2020) in a tertiary care eye hospital. The clinical workup of uveitis included a detailed clinical history, systemic, and ophthalmic examination. Microagglutination tests (MATs) was done at the Centers for Disease Control and Prevention (CDC) in Atlanta and later in our regional laboratory. Serum samples were collected from human systemic leptospirosis cases and a small group of animals in and around Madurai.
RESULTS: The first epidemic outbreak resulted in 200 seropositive patients. Subsequent epidemic outbreaks occurred in 1997, 1998, 2001, 2005, and 2012, with Madurai experiencing multiple outbreaks. However, the disease remained endemic, with 25-50 patients being observed per year in between the peaks. Ocular examination revealed acute non-granulomatous uveitis (94.9%), pan uveitis (59.8%), vitreous inflammatory reaction (55.4%), retinal vasculitis (29.5%), disc hyperemia (20.9%), and hypopyon. (16.2%). New serovars emerged every year, resulting in decreased sensitivity of the MAT. Over time, the MAT started to miss diagnoses.
CONCLUSION: The persistent endemicity of leptospiral uveitis emphasizes the need for accessible diagnostic tests. The low performance of the MAT can be attributable to the use of an older panel. The incorporation of new isolates in the MAT by a national laboratory will improve the accuracy of diagnosis.","['Rathinam SR', 'Kohila GJ', 'Gowri PC', 'Balagiri KS']",2023,71,8,Indian J Ophthalmol,"Rathinam SR, et al. Leptospiral uveitis- ""Transition 'from epidemic to endemic form"" difficulties in laboratory confirmations. Leptospiral uveitis- ""Transition 'from epidemic to endemic form"" difficulties in laboratory confirmations. 2023; 71:3031-3038. doi: 10.4103/IJO.IJO_61_23",https://pubmed.ncbi.nlm.nih.gov/37530277/
