pmid,Title,Abstract,Author,Year,Volume,Issue,Journal,Citation,Link
36605505,Specific high-resolution scheme to improve understanding of the spatio-temporal dispersion of lymphogranuloma venereum epidemic.,"INTRODUCTION: Lymphogranuloma venereum (LGV) is already endemic in vulnerable populations in several European countries; however, molecular epidemiology data with improved accuracy are necessary to better understand LGV epidemic in these countries. Current strategies to study the molecular epidemiology of LGV cases involve schemes based on a few genetic fragments of 
METHODS: Four genes were selected according to their diversity index (CTLon_0054, CTLon_0087, CTLon_0243 and CTLon_0301) for use in combination with 
RESULTS: Our proposal demonstrated higher diversity allowing the identification of three main groups compared to the previously published MLST based on hypervariable genes wherein only a single sequence type was identified. The temporal analysis showed that the major cluster was progressively diversifying, revealing a very active transmission chain. Furthermore, an L2b genome identical to that of the origin of the epidemic was detected, suggesting reintroductions or a low screening rate in vulnerable populations. The spatial distribution suggests that the selection and spread of new variants occurs from the central district to the peripheral regions.
DISCUSSION: The scheme proposed in this study has proven to be useful for appropriate discrimination of LGV strains. This study, to our knowledge for the first time, demonstrates a spatio-temporal spread that increases our understanding and identifies areas with special susceptibility for maintenance of the endemic situation of LGV.","['Martínez-García L', 'González-Alba JM', 'Puerta T', 'Comunión A', 'Rodríguez-Jiménez MC', 'Orviz E', 'Sánchez-Conde M', 'Rodríguez-Domínguez M', 'Cantón R', 'Galán JC']",2022,13,,Front Microbiol,"Martínez-García L, et al. Specific high-resolution scheme to improve understanding of the spatio-temporal dispersion of lymphogranuloma venereum epidemic. Specific high-resolution scheme to improve understanding of the spatio-temporal dispersion of lymphogranuloma venereum epidemic. 2022; 13:1056216. doi: 10.3389/fmicb.2022.1056216",https://pubmed.ncbi.nlm.nih.gov/36605505/
36156696,[Lymphogranuloma venerous genital in men who have sex with men: a non-imported case report in Chile].,"Lymphogranuloma venereum (LGV) is a sexually transmitted infection caused by Chlamydia trachomatis bacteria. In the past years, it has emerged as a relevant infectious agent, mainly affecting men who have sex with men (MSM), frequently associated with other sexually transmitted infections as human immunodeficiency virus (HIV) and syphilis. Even though genital lesions correspond to the classical presentation of LGV, nowadays anorectal syndrome is more frequently reported. We present a MSM patient, HIV infected, being treated with antiretroviral drugs, with a history of recurrent genital herpes, also recently treated for a syphilis in a latent stage. He had no recent trips. He referred inguinal fistulized enlarged lymph nodes, associated with a painful genital ulcer, he denied anorectal or systemic symptoms. He had been treated with multiple antibiotic and antiviral drugs, with no clinical response. Molecular studies from the content of the fistulized lymph node identified C. trachomatis. The patient received doxycycline for 6 weeks, showing good clinical response.","['Bustos R', 'Kinzel F', 'Luzoro A', 'Bobadilla F', 'Apey L']",2022,39,3,Rev Chilena Infectol,"Bustos R, et al. [Lymphogranuloma venerous genital in men who have sex with men: a non-imported case report in Chile]. [Lymphogranuloma venerous genital in men who have sex with men: a non-imported case report in Chile]. 2022; 39:340-344. doi: 10.4067/s0716-10182022000200340",https://pubmed.ncbi.nlm.nih.gov/36156696/
35950128,Lymphogranuloma venereum: an emerging problem in Poland.,"Lymphogranuloma venereum (LGV) is a sexually transmitted disease that increases in incidence, particularly in more developed countries worldwide. LGV is caused by Chlamydia trachomatis serovars/genovars L1-3, including their subvariants, and in Europe mostly affects men who have sex with men (MSM). It can be asymptomatic but has now emerged as a frequent cause of severe proctitis/proctocolitis, especially in MSM. LGV has often been misdiagnosed as C. trachomatis serovars/genovars D-K infection. It is essential with accurate diagnosis that ensures appropriate treatment and protects the patient from complications and sequelae as well as from the consequences of misdiagnosis, e.g. as inflammatory bowel disease or cancer. We present a systematic review of LGV and two new LGV cases diagnosed in Poland.","['Smolarczyk K', 'Mlynarczyk-Bonikowska B', 'Majewski S', 'Rudnicka E', 'Unemo M', 'Fiedor P']",2022,39,3,Postepy Dermatol Alergol,"Smolarczyk K, et al. Lymphogranuloma venereum: an emerging problem in Poland. Lymphogranuloma venereum: an emerging problem in Poland. 2022; 39:587-593. doi: 10.5114/ada.2020.101466",https://pubmed.ncbi.nlm.nih.gov/35950128/
35762449,Chronic Lymphogranuloma Venereum Proctocolitis Masquerading as Inflammatory Bowel Disease.,"Rectal infection with the L1, L2, and L3 serovars of ","['Ghanta SN', 'Saccente M']",2022,10,,J Investig Med High Impact Case Rep,Ghanta SN and Saccente M. Chronic Lymphogranuloma Venereum Proctocolitis Masquerading as Inflammatory Bowel Disease. Chronic Lymphogranuloma Venereum Proctocolitis Masquerading as Inflammatory Bowel Disease. 2022; 10:23247096221107233. doi: 10.1177/23247096221107233,https://pubmed.ncbi.nlm.nih.gov/35762449/
35404912,"Clinical and Epidemiological Characterization of Lymphogranuloma Venereum in a Sexually Transmitted Diseases Clinic in Lisbon, 2001 to 2020.","Between 2001 and 2020, 54 LGV cases were diagnosed in a sexually transmitted disease clinic in Lisbon, most in men who have sex with men (87%), HIV negative (63%), from the anorectal mucosa (72.2%). Cases among heterosexuals were also identified (13%). Surveillance programs irrespective of sexual orientation and HIV status are needed to avoid the morbidity associated with LGV.","['Bonito F', 'Alves J', 'Lodhia Z', 'Cordeiro D', 'Borges V', 'Azevedo J', 'Borrego MJ']",2022,49,11,Sex Transm Dis,"Bonito F, et al. Clinical and Epidemiological Characterization of Lymphogranuloma Venereum in a Sexually Transmitted Diseases Clinic in Lisbon, 2001 to 2020. Clinical and Epidemiological Characterization of Lymphogranuloma Venereum in a Sexually Transmitted Diseases Clinic in Lisbon, 2001 to 2020. 2022; 49:786-789. doi: 10.1097/OLQ.0000000000001634",https://pubmed.ncbi.nlm.nih.gov/35404912/
35302922,First reported lymphogranuloma venereum cases in Russia discovered in men who have sex with men attending proctologists.,"BACKGROUND: Several lymphogranuloma venereum (LGV) outbreaks among men who have sex with men (MSM) have been reported throughout the world since 2003. Nevertheless, no LGV cases have been internationally reported from Russia. We evaluated the prevalence of LGV among MSM attending proctologists in Moscow, Russia, and compared the LGV and non-LGV rectal 
METHODS: MSM (
RESULTS: In total, 37.3% (95% CI 33.3-41.5; 199/534) of MSM were CT positive. Of these, 68.8% (95% CI 62.1-74.9; 137/199) had LGV and 31.2% (95% CI 25.1-37.9; 62/199) a non-LGV rectal CT infection. Older age (34 years vs. 31 years, 
CONCLUSIONS: LGV is widely spread among MSM attending proctologists in Moscow. Clinically, acute LGV proctitis/proctocolitis can be difficult to distinguish from inflammatory bowel disease that leads to mismanaged LGV infections. LGV diagnostic laboratory testing is essential, however, currently mainly lacking for MSM in Russia. All MSM with CT-positive rectal specimens should be subsequently tested for LGV.","['Tyulenev YA', 'Guschin AE', 'Titov IS', 'Frigo NV', 'Potekaev NN', 'Unemo M']",2022,33,5,Int J STD AIDS,"Tyulenev YA, et al. First reported lymphogranuloma venereum cases in Russia discovered in men who have sex with men attending proctologists. First reported lymphogranuloma venereum cases in Russia discovered in men who have sex with men attending proctologists. 2022; 33:456-461. doi: 10.1177/09564624211072709",https://pubmed.ncbi.nlm.nih.gov/35302922/
35217591,Universal lymphogranuloma venereum (LGV) testing of rectal chlamydia in men who have sex with men and detection of asymptomatic LGV.,"BACKGROUND: Lymphogranuloma venereum (LGV) is caused by 
METHODS: From March 2015 to February 2018, MSM with rectal 
RESULTS: There were 3429 and 4020 MSM who tested positive for rectal chlamydia in the selective and universal LGV-testing periods, respectively. Of the total 3027 assessable specimens in both periods, 97 (3.2%; 95% CI 2.6% to 3.9%) specimens tested positive for LGV. LGV positivity in the selective testing period was higher than in the universal testing period (6.6% (33/502) vs 2.5% (64/2525), p<0.001). The proportion of LGV cases that were asymptomatic increased from 15.2% (5/33) in the selective testing period to 34.4% (22/64) in the universal testing period (p=0.045). Of the 70 symptomatic LGV cases symptoms included rectal discharge (71.4%, n=45) and rectal pain (60.0%, n=42).
CONCLUSION: Universal LGV testing of all positive rectal chlamydia samples in MSM compared with selective testing led to the detection of asymptomatic rectal LGV, which constituted 34% of rectal LGV cases.","['Hughes Y', 'Chen MY', 'Fairley CK', 'Hocking JS', 'Williamson D', 'Ong JJ', 'De Petra V', 'Chow EPF']",2022,98,8,Sex Transm Infect,"Hughes Y, et al. Universal lymphogranuloma venereum (LGV) testing of rectal chlamydia in men who have sex with men and detection of asymptomatic LGV. Universal lymphogranuloma venereum (LGV) testing of rectal chlamydia in men who have sex with men and detection of asymptomatic LGV. 2022; 98:582-585. doi: 10.1136/sextrans-2021-055368",https://pubmed.ncbi.nlm.nih.gov/35217591/
35004036,Lymphogranuloma Venereum Mimicking Locally Metastatic Rectal Cancer in an HIV-Negative Man.,Lymphogranuloma venereum (LGV) can present as a sexually transmitted anorectal syndrome and is caused by ,"['Soliman S', 'Dogbey P', 'Pan S']",2021,13,12,Cureus,"Soliman S, et al. Lymphogranuloma Venereum Mimicking Locally Metastatic Rectal Cancer in an HIV-Negative Man. Lymphogranuloma Venereum Mimicking Locally Metastatic Rectal Cancer in an HIV-Negative Man. 2021; 13:e20216. doi: 10.7759/cureus.20216",https://pubmed.ncbi.nlm.nih.gov/35004036/
34571353,Use of real-time PCR as an alternative to conventional genotyping methods for the laboratory detection of lymphogranuloma venereum (LGV).,"Lymphogranuloma venereum (LGV) can be differentiated from non-LGV chlamydial infection using Sanger sequencing or molecular assays, including those that are commercially-available internationally. Here, we describe the performance of a rapid real-time PCR (RT-PCR)-based strategy in differentiating Chlamydia trachomatis infections associated with LGV or non-LGV serovars. One hundred three rectal swabs, previously genotyped using Sanger sequencing of the ompA gene as a reference method, were tested in the RT-PCR assays. All non-LGV specimens were correctly identified, but the RT-PCR failed to detect 1 LGV specimen, resulting in a sensitivity of 87.5% for the non-LGV/LGV RT-PCR assay. Additional performance characteristics (e.g., specificity, accuracy, and reproducibility) were all between 93% and 100% with a limit of detection ≤100 copies/reaction. Thus, this rapid RT-PCR method for LGV detection in clinical specimens is comparable to the reference method.","['Woodson EN', 'Katz SS', 'Mosley SS', 'Danavall DC', 'Bowden KE', 'Chi KH', 'Raphael BH']",2021,101,4,Diagn Microbiol Infect Dis,"Woodson EN, et al. Use of real-time PCR as an alternative to conventional genotyping methods for the laboratory detection of lymphogranuloma venereum (LGV). Use of real-time PCR as an alternative to conventional genotyping methods for the laboratory detection of lymphogranuloma venereum (LGV). 2021; 101:115532. doi: 10.1016/j.diagmicrobio.2021.115532",https://pubmed.ncbi.nlm.nih.gov/34571353/
34545797,"Rapid Increase in Lymphogranuloma Venereum among HIV-Negative Men Who Have Sex with Men, England, 2019.","Incidence of lymphogranuloma venereum increased in England during 2018-2019, after a period of decline. Our retrospective analysis of national surveillance data identified a rapid increase in diagnoses among HIV-negative men who have sex with men. These findings indicate a need for sustained surveillance and targeted public health action.","['Prochazka M', 'Charles H', 'Allen H', 'Cole M', 'Hughes G', 'Sinka K']",2021,27,10,Emerg Infect Dis,"Prochazka M, et al. Rapid Increase in Lymphogranuloma Venereum among HIV-Negative Men Who Have Sex with Men, England, 2019. Rapid Increase in Lymphogranuloma Venereum among HIV-Negative Men Who Have Sex with Men, England, 2019. 2021; 27:2695-2699. doi: 10.3201/eid2710.210309",https://pubmed.ncbi.nlm.nih.gov/34545797/
34392724,"Chlamydia trachomatis anorectal infections by LGV (L1, L2 and L2b) and non-LGV serotypes in symptomatic patients in Buenos Aires, Argentina.","BACKGROUND: None
METHODS: Patients over 18 years with presumptive infectious anorectal symptoms were examined in two healthcare centres in Buenos Aires. The patients were studied and treated according to current sexually transmitted infection guidelines. Anorectal swabs were collected to detect and genotype CT.
RESULTS: A three-year-long study on 317 patients with anorectal symptoms showed 45.11% CT infection (85% LGV strains). Of 140 samples, 92 were sequenced: 80/119 LGV (L2b 45%, L1 32.5% and L2 22.5%) and 12/21 non-LGV. Older age and HIV+ status were significantly higher in the LGV group. Anal discharge, bleeding, severe proctitis and anal ulcers were more common in the LGV group. Multivariate logistic regression analysis revealed that HIV infection, anorectal bleeding and oro-anal sex are independent predictors of LGV infection.
CONCLUSIONS: In patients with anorectal symptoms, LGV serovars predominate over non-LGV ones. Clinical manifestations are not pathognomonic of a specific biovar. If genotyping is not available, having clinical predictors may help to presume an LGV infection and define length of treatment.","['La Rosa L', 'Svidler López L', 'Entrocassi AC', 'López Aquino D', 'Caffarena D', 'Büttner KA', 'Gallo Vaulet ML', 'Rodríguez Fermepin M']",2021,32,14,Int J STD AIDS,"La Rosa L, et al. Chlamydia trachomatis anorectal infections by LGV (L1, L2 and L2b) and non-LGV serotypes in symptomatic patients in Buenos Aires, Argentina. Chlamydia trachomatis anorectal infections by LGV (L1, L2 and L2b) and non-LGV serotypes in symptomatic patients in Buenos Aires, Argentina. 2021; 32:1318-1325. doi: 10.1177/09564624211038384",https://pubmed.ncbi.nlm.nih.gov/34392724/
34237111,High-resolution genotyping of Lymphogranuloma Venereum (LGV) strains of Chlamydia trachomatis in London using multi-locus VNTR analysis-ompA genotyping (MLVA-ompA).,"BACKGROUND: Lymphogranuloma venereum (LGV) is caused by Chlamydia trachomatis strains with ompA genotypes L1 to L3. An LGV epidemic associated with the L2b genotype has emerged in the past few decades amongst men who have sex with men (MSM). C. trachomatis genotypes can be discriminated by outer membrane protein A gene (ompA) sequencing, however this method has limited resolution. This study employed a high-resolution genotyping method, namely, multi-locus tandem repeat (VNTR) analysis with ompA sequencing (MLVA-ompA), to assess the distribution of LGV MLVA-ompA genotypes amongst individuals attending genitourinary medicine (GUM) clinics in London.
METHODS: Clinical specimens were collected from individuals attending eight London-based GUM clinics. Specimens that tested positive for C. trachomatis by commercial nucleic acid amplification test (NAAT) were confirmed as LGV by pmpH real-time PCR. LGV-positive DNA extracts were subsequently genotyped using MLVA-ompA.
RESULTS: Two hundred and thirty DNA extracts were confirmed as LGV, and 162 (70%) yielded complete MLVA-ompA genotypes. Six LGV MLVA-ompA genotypes were identified: 1.9.2b-L2, 1.9.3b-L2b, 1.9.2b-L2b, 1.9.2b-L2b/D, 1.4a.2b-L2b, and 5.9.2b-L1. The following LGV ompA genotypes were identified (in descending order of abundance): L2, L2b, L2b/D, and L1. Eight ompA sequences with the hybrid L2b/D profile were detected. The hybrid sequence was identical to the ompA of a recombinant L2b/D strain detected in Portugal in 2017.
CONCLUSIONS: The L2 ompA genotype was found to predominate in the London study population. The study detected an unusual hybrid L2b/D ompA profile that was previously reported in Portugal. We recommend further monitoring and surveillance of LGV strains within the UK population.","['Manning C', ""O'Neill C"", 'Clarke IN', 'Rebec M', 'Cliff PR', 'Marsh P']",2021,16,7,PLoS One,"Manning C, et al. High-resolution genotyping of Lymphogranuloma Venereum (LGV) strains of Chlamydia trachomatis in London using multi-locus VNTR analysis-ompA genotyping (MLVA-ompA). High-resolution genotyping of Lymphogranuloma Venereum (LGV) strains of Chlamydia trachomatis in London using multi-locus VNTR analysis-ompA genotyping (MLVA-ompA). 2021; 16:e0254233. doi: 10.1371/journal.pone.0254233",https://pubmed.ncbi.nlm.nih.gov/34237111/
34184981,Ongoing evolution of Chlamydia trachomatis lymphogranuloma venereum: exploring the genomic diversity of circulating strains.,"Lymphogranuloma venereum (LGV), the invasive infection of the sexually transmissible infection (STI) ","['Seth-Smith HMB', 'Bénard A', 'Bruisten SM', 'Versteeg B', 'Herrmann B', 'Kok J', 'Carter I', 'Peuchant O', 'Bébéar C', 'Lewis DA', 'Puerta T', 'Keše D', 'Balla E', 'Zákoucká H', 'Rob F', 'Morré SA', 'de Barbeyrac B', 'Galán JC', 'de Vries HJC', 'Thomson NR', 'Goldenberger D', 'Egli A']",2021,7,6,Microb Genom,"Seth-Smith HMB, et al. Ongoing evolution of Chlamydia trachomatis lymphogranuloma venereum: exploring the genomic diversity of circulating strains. Ongoing evolution of Chlamydia trachomatis lymphogranuloma venereum: exploring the genomic diversity of circulating strains. 2021; 7:(unknown pages). doi: 10.1099/mgen.0.000599",https://pubmed.ncbi.nlm.nih.gov/34184981/
