pmid,Title,Abstract,Author,Year,Volume,Issue,Journal,Citation,Link
37728478,A Pandora's box in feline medicine: presenting signs and surgical outcomes in 58 previously hoarded cats with chronic otitis media-interna.,"OBJECTIVES: The aim of the present study was to report clinical findings, surgical complications and outcomes for previously hoarded cats treated surgically for otitis media-interna (OMI) and to investigate the risk factors for complications and poor outcomes.
METHODS: A retrospective study was conducted of 58 cats from an institutional hoarding environment that underwent ventral bulla osteotomy (VBO).
RESULTS: Inappetence was uncommon at presentation (9/58, 16%) compared with pruritus/alopecia (50%), nasopharyngeal signs (45%), otitis externa (OE) (79%) and otitis interna (OI) (ataxia ± head tilt/head excursions) in 40%. Purulent aural discharge occurred in 36% and polyps in 26%. The tympanic bulla wall was moderately or severely thickened radiographically in 38/108 (35%) ears. Cultures were positive for 
CONCLUSIONS AND RELEVANCE: Surgical management of chronic OMI was successful in most cases but was not benign and not always beneficial. The analysis was unable to identify clinically helpful outcome predictors. Optimal management of chronic feline OMI remains a challenge, particularly for animal shelters. Less invasive approaches and chronic medical management require further investigation.","['Jacobson LS', 'Janke KJ', 'Kennedy SK', 'Lockwood GA', 'Mackenzie SD', 'Porter CD', 'Ringwood PB']",2023,25,9,J Feline Med Surg,"Jacobson LS, et al. A Pandora's box in feline medicine: presenting signs and surgical outcomes in 58 previously hoarded cats with chronic otitis media-interna. A Pandora's box in feline medicine: presenting signs and surgical outcomes in 58 previously hoarded cats with chronic otitis media-interna. 2023; 25:1098612X231197089. doi: 10.1177/1098612X231197089",https://pubmed.ncbi.nlm.nih.gov/37728478/
37727503,Prevalence of the microbiological causes of canine otitis externa and the antibiotic susceptibility of the isolated bacterial strains.,"Otitis externa is a canine disease of multifactorial etiology in which bacteria plays a significant role. Due to the predominant bacterial etiology otitis is usually treated with antibiotics. However, non-prudent use of antibiotics promotes the emergence of antibiotic-resistant bacteria thus compromising the therapy effectiveness. Currently, the increase of antimicrobial resistance (AMR) is one of the biggest threats to global health. For this reason, the aim of the study was to investigate prevalence of the microbiological causes of canine otitis externa and the antibiotic susceptibility of the isolated bacterial strains. The research and sampling were conducted at Veterinary Clinics for small pets in Serbia. Samples were sent to laboratory for bacteriological and mycological testing. Additionally, the sensitivity of the isolated bacteria to antibiotics was evaluated using disc diffusion method. Sixty dogs with otitis externa clinical symptoms were included in the study. Out of a total of 53 positive samples for pathogen presence, bacteria were present in 40. The most prevalent bacteria was Staphylococcus pseudintermedius, followed by Pseudomonas aeruginosa and Proteus spp., while Malassezia pachydermatis was the only isolated yeast pathogen occurring in 36 samples. Generally, the lowest resistance against all bacteria showed enrofloxacin. On the contrary, high resistance to penicillin and amoxicillin was a common finding for G+ and G- bacteria. These results indicate the need for laboratory testing in terms of isolation, identification and antibiotic susceptibility testing, not only in the case of otitis externa in dogs, but in all diseases when it is possible, in order to enhance antimicrobial stewardship and consequently to contribute AMR reduction.","['Tesin N', 'Stojanovic D', 'Stancic I', 'Kladar N', 'Ružić Z', 'Spasojevic J', 'Tomanic D', 'Kovacevic Z']",2023,26,3,Pol J Vet Sci,"Tesin N, et al. Prevalence of the microbiological causes of canine otitis externa and the antibiotic susceptibility of the isolated bacterial strains. Prevalence of the microbiological causes of canine otitis externa and the antibiotic susceptibility of the isolated bacterial strains. 2023; 26:449-459. doi: 10.24425/pjvs.2023.145052",https://pubmed.ncbi.nlm.nih.gov/37727503/
37721867,Genetic diversity of Staphylococcus aureus isolated from ear infections in Iran: Emergence of CC8/ST239-SCCmec III as major genotype.,"Increase in antibiotic resistance in Staphylococcus aureus isolated from ear infection is a serious public health problem. The objective of this investigation was to determine the antibacterial resistance profile and genetic variability of the S. aureus isolated from adult patients with otitis externa (OE) and otitis media (OM) infections, Tehran- Iran. The disk diffusion was employed to detect the susceptibility of 45 S. aureus strains. Biofilm production was evaluated by microtiter plate assay. Genetic diversity of the isolates was determined by staphylococcal cassette SCCmec, spa, and MLST techniques. Resistance to mupirocin and vancomycin were identified in 40 and 2.2% of isolates. Out of the 45 S. aureus isolates, 41 (91.2%) strains were considered as positive biofilm strains at different levels. According to our results, S. aureus isolated from OM (44.4%, 20/45) were including CC8/ST239-SCCmecIII corresponded to spa types t860, t030, t037, t234, t421 (70%, 14/20) and CC/ST30-SCCmecIV corresponded to spa types t605 and t019 (30%, 6/20) while S. aureus isolated from OE (55.6%, 25/45) were including CC/ST30-SCCmecIV corresponded to spa types t605, t345 and t1130 (52%, 13/25), CC/ST22-SCCmecIV corresponded to spa type t790 (20%, 5/25), CC8/ST8-SCCmecIV corresponded to spa type t008 (16%, 4/25), and CC/ST45-SCCmecIV corresponded to spa types t004 and t038 (12%, 3/25). This study highlighted genetic variability and strong biofilm formation ability among our isolates revealing its crucial role in enhancing the resistance of this bacteria to drugs. Thus, it is necessary to continue the epidemiological analysis to improve the control of ear infections related to S. aureus.","['Rahmani Z', 'Hosseini SS', 'Bagheri P', 'Goudarzi M']",2023,70,3,Acta Microbiol Immunol Hung,"Rahmani Z, et al. Genetic diversity of Staphylococcus aureus isolated from ear infections in Iran: Emergence of CC8/ST239-SCCmec III as major genotype. Genetic diversity of Staphylococcus aureus isolated from ear infections in Iran: Emergence of CC8/ST239-SCCmec III as major genotype. 2023; 70:231-238. doi: 10.1556/030.2023.02081",https://pubmed.ncbi.nlm.nih.gov/37721867/
37708473,Tolerability of Otic Solutions Containing Different Enrofloxacin Concentrations in Dogs with Healthy Ears.,"Otitis externa (OE) is a common disease in dogs, and topical medications are the preferred treatment. Compounded solutions of enrofloxacin are commonly used in practice to treat bacterial OE; however, the tolerability of different concentrations of this antibiotic in the ear canals of dogs has not been evaluated. The objective of this study is to determine if a higher concentration of enrofloxacin applied to the external ear canal is clinically tolerated in dogs with healthy ears. Sixteen client-owned dogs with bilateral healthy ears and no previous history of OE were enrolled. Injectable enrofloxacin 2.27% diluted with sterile sodium chloride in 1:1 (11.35 mg/mL) and 2:1 (15 mg/mL) ratios were applied into the dogs' right and left ears, respectively, q 12 hr for 14 days. Based on video otoscopic examination, clinical score for canine OE (OTIS3) results before application were ≤1 for all dogs. During the study and at the conclusion, all scores remained ≤2, which is considered normal. No cytologic inflammatory cells were seen in any of the dogs' ears throughout the study. Different concentrations of enrofloxacin solution applied topically were well tolerated by dogs with healthy ears and can be considered for the treatment of dogs with bacterial OE.","['Clegg J', 'Souza C', 'Brame B']",2023,59,5,J Am Anim Hosp Assoc,"Clegg J, et al. Tolerability of Otic Solutions Containing Different Enrofloxacin Concentrations in Dogs with Healthy Ears. Tolerability of Otic Solutions Containing Different Enrofloxacin Concentrations in Dogs with Healthy Ears. 2023; 59:214-218. doi: 10.5326/JAAHA-MS-7363",https://pubmed.ncbi.nlm.nih.gov/37708473/
37668755,Aspergillus infections of lateral skull base: a case series.,"PURPOSE: While extensive research with accurate classification has been done in mycoses of the paranasal sinuses and anterior skull base, a similar understanding of lateral skull base fungal pathologies is lacking due to relative rarity and diagnostic difficulties. We introduce a series of eleven cases and two different invasive entities of Aspergillus temporal bone diseases-fungal skull base osteomyelitis (SBO)/malignant otitis externa (MOE) and chronic invasive granulomatous fungal disease (CIGFD).
METHODOLOGY: A retrospective observational study was conducted at the neuro-otology unit of a tertiary care referral center between July 2017 and November 2022. Diagnosed cases of lateral skull base osteomyelitis with atypical symptoms and lack of response to culture-directed antibiotics were evaluated for fungal origin. Patient data, including history, laboratory findings, serum galactomannan assay, CT and MRI imaging findings, clinical examination findings, and co-morbidities, were analyzed. The treatment course and response were assessed.
RESULTS: A total of 11 cases were included in the study. Of these, 9 were cases of Aspergillus-induced skull base osteomyelitis (SBO) and 2 of Aspergillus-induced chronic invasive granulomatous fungal disease (CIGFD). CIGFD presented with persistent ear discharge and slowly progressive post-aural swelling, while all patients of fungal SBO had lower cranial nerve palsies. CIGFD responded to excision and antifungals, while SBO responded well to conservative anti-fungal treatment.
CONCLUSION: In cases of lateral SBO not responding to antibiotic therapy, the possibility of fungal etiology should be considered. Aspergillus spp. seems to be the major fungal pathogen.","['Muraleedharan M', 'Keshri A', 'Rao RN', 'Mehrotra A', 'Das KK', 'Dubey A', 'Hameed N', 'Chidambaram KS', 'Aqib M', 'Kumar R', 'Manogaran RS']",2023,,,Eur Arch Otorhinolaryngol,"Muraleedharan M, et al. Aspergillus infections of lateral skull base: a case series. Aspergillus infections of lateral skull base: a case series. 2023; (unknown volume):(unknown pages). doi: 10.1007/s00405-023-08218-z",https://pubmed.ncbi.nlm.nih.gov/37668755/
37651790,New variant strain of Streptococcus canis with Lancefield group C isolated from canine otitis externa.,"Every basic course in microbiology teaches us, Streptococcus canis always tests positive for Lancefield group G. Surprisingly, we identified a strain of S. canis with Lancefield group C, cultured from a dog with otitis externa after lateral ear canal resection. Whole genome sequencing data and analysis points towards a horizontal gene transfer event between S. canis and S. dysgalactiae. Although these species are closely related, gene transfer in this region of the genome of S. canis has not been described before. The value of technologies as MALDI-TOF MS and sequencing in microbiological diagnostics will grow as more diverse streptococci arise that do not always conform anymore to the classical Lancefield group typing.","['Katsburg M', 'Brombach J', 'Hanke D', 'Aubry E', 'Lübke-Becker A', 'Fulde M']",2023,285,,Vet Microbiol,"Katsburg M, et al. New variant strain of Streptococcus canis with Lancefield group C isolated from canine otitis externa. New variant strain of Streptococcus canis with Lancefield group C isolated from canine otitis externa. 2023; 285:109869. doi: 10.1016/j.vetmic.2023.109869",https://pubmed.ncbi.nlm.nih.gov/37651790/
37635342,Lateral ear canal resection and bulla osteotomy with marsupialization to treat otitis media in rabbits: forty-eight procedures.,"OBJECTIVE: Describe lateral ear canal resection and bulla osteotomy with marsupialization (LECARBOM) in rabbits with otitis media (OM), and report outcomes, complications, bacteria cultured from middle ears, and their antimicrobial susceptibility testing (AST) results.
STUDY DESIGN: Retrospective clinical case series; single referral hospital.
ANIMALS: Forty-two rabbits with naturally occurring OM.
METHODS: Medical records (2011-2021) of rabbits with CT-confirmed OM undergoing surgery were reviewed for outcomes, complications, bacteria cultured from middle ears, and AST.
RESULTS: Surgery was performed on 48 ears, and outcomes determined 21 days postoperatively. All rabbits survived the procedure. Otitis externa resolved in all lop-eared rabbits. Of 29 ears with OM-associated head tilt, eight (28%) resolved, nine (31%) improved, seven (24%) remained unchanged and five (17%) worsened. Outcome was not associated with head tilt duration nor OM severity. Postoperative complications occurred in 12 (25%) cases, seven of which had wound margin dehiscence that healed by 21 days. The most frequent bacteria isolated were Pasteurella multocida (16%), Bordetella bronchiseptica (14%) and Staphylococcus aureus (14%). Bacteria were sensitive to azithromycin, marbofloxacin or enrofloxacin and resistant to penicillin.
CONCLUSION: LECARBOM is a well-tolerated surgical procedure to treat OM. It also improved or stabilized 83% of cases with head tilt and resolved all cases with otitis externa.
CLINICAL SIGNIFICANCE: LECARBOM with administration of an AST-sensitive antibiotic, or azithromycin when no AST is performed, should be effective in rabbits with OM. Postsurgically, it resolves or alleviates most secondary conditions such as otitis externa, head tilt and facial nerve paralysis.","['Monge E', 'Donnelly TM', 'Coutant T', 'Bennett RA', 'Pignon C']",2023,,,Vet Surg,"Monge E, et al. Lateral ear canal resection and bulla osteotomy with marsupialization to treat otitis media in rabbits: forty-eight procedures. Lateral ear canal resection and bulla osteotomy with marsupialization to treat otitis media in rabbits: forty-eight procedures. 2023; (unknown volume):(unknown pages). doi: 10.1111/vsu.14017",https://pubmed.ncbi.nlm.nih.gov/37635342/
37624031,Molecular strategy for the direct detection and identification of the most common fungal community in cerumen specimens by multiplex PCR.,,"['Jabrodini A', 'Sohrabizdeh M', 'Aboutalebian S', 'Hashemi SB', 'Zomorodian K', 'Alirezaie A', 'Rasti Jahromi M', 'Shamsdin SN', 'Motamedi M']",2023,72,8,J Med Microbiol,"Jabrodini A, et al. Molecular strategy for the direct detection and identification of the most common fungal community in cerumen specimens by multiplex PCR. Molecular strategy for the direct detection and identification of the most common fungal community in cerumen specimens by multiplex PCR. 2023; 72:(unknown pages). doi: 10.1099/jmm.0.001746",https://pubmed.ncbi.nlm.nih.gov/37624031/
37622925,Comparative Analysis of Cartilage Conduction Hearing Aid Users and Non-Users: An Investigative Study.,"Clinical findings on cartilage conduction hearing aids (CCHAs) have gradually become clear; however, few reports include a large number of cases. This study included 91 ears from 69 patients who underwent CCHA fitting in our hospital. Their ears were divided into six groups (i.e., bilateral aural atresia or severe canal stenosis, unilateral aural atresia or severe canal stenosis, chronic otitis media or chronic otitis externa with otorrhea, sensorineural hearing loss, mixed hearing loss, and conductive hearing loss) according to their clinical diagnosis and type of hearing loss. Most clinical diagnoses were aural atresia or meatal stenosis (bilateral, 21.8%; unilateral, 39.6%). The purchase rate of CCHAs was higher in the closed-ear group (bilateral, 77.3%; unilateral, 62.5%). In the bilateral closed-ear group, air conduction thresholds at 1000, 2000, and 4000 Hz and aided thresholds with CCHAs at 4000 Hz were significantly lower in the purchase group than the non-purchase group. No significant difference was observed between the purchase and non-purchase groups in the unilateral closed-ear group. In the bilateral closed-ear group, air conduction thresholds and aided thresholds were associated with the purchase rate of CCHAs. In the unilateral closed-ear group, factors other than hearing might have affected the purchase rate of CCHAs.","['Sugimoto S', 'Yoshida T', 'Fukunaga Y', 'Motegi A', 'Saito K', 'Kobayashi M', 'Sone M']",2023,13,4,Audiol Res,"Sugimoto S, et al. Comparative Analysis of Cartilage Conduction Hearing Aid Users and Non-Users: An Investigative Study. Comparative Analysis of Cartilage Conduction Hearing Aid Users and Non-Users: An Investigative Study. 2023; 13:563-572. doi: 10.3390/audiolres13040049",https://pubmed.ncbi.nlm.nih.gov/37622925/
37622535,Potential Toxicity of Boric Acid Powder Otic Insufflation.,"OBJECTIVE: Boric acid (BA) powder is commonly used to treat otologic conditions, such as mastoid bowl inflammation and chronic otitis externa. Exposure to 50 mg per day is thought to cause systemic toxicity in humans. Inflamed skin and mucosal surfaces readily absorb BA. The aim of this study was to measure the doses of BA commonly used in clinical otology and alert the otolaryngology community to BA's underappreciated potential source of systemic toxicity.
STUDY DESIGN: Prospective, controlled.
SETTING: Laboratory.
METHODS: BA dose administration was measured by weighing the BA generated by common insufflators: accordion bellows, House-Sheehy insufflator, DeVilbiss insufflator, and pneumatic powder blower. Manual insufflation was performed with 3 compressions of the bulb. The pneumatic blower was sprayed for 1 second. Measurements were repeated 10 times.
RESULTS: The DeVilbiss insufflator delivered the lowest mean BA dose, 6.1 mg (SD 3.4, range 2.1-13.7), followed by the House-Sheehy 8.9 mg (SD 8.4, range 1.6-27.8), the pneumatic blower 192.8 mg (SD 38.3, range 150.0-261.7), and the accordion, 284.1 mg (SD 215.0, range 37.8-730.8).
CONCLUSION: BA dose delivery is highly variable by insufflator type, and doses thought to cause systemic toxicity are commonly generated. Awareness of and further investigation into the potential toxicity of otic administration of BA seems warranted.","['Smith SH', 'Antonelli PJ']",2023,,,Otolaryngol Head Neck Surg,Smith SH and Antonelli PJ. Potential Toxicity of Boric Acid Powder Otic Insufflation. Potential Toxicity of Boric Acid Powder Otic Insufflation. 2023; (unknown volume):(unknown pages). doi: 10.1002/ohn.484,https://pubmed.ncbi.nlm.nih.gov/37622535/
37583987,Subacute osteomyelitis due to Staphylococcus caprae in a teenager: A case report and review of the literature.,"BACKGROUND: None
CASE SUMMARY: We report an unusual case of subacute osteomyelitis in a toe phalanx caused by 
CONCLUSION: Subacute ","['Vazquez O', 'De Marco G', 'Gavira N', 'Habre C', 'Bartucz M', 'Steiger CN', 'Dayer R', 'Ceroni D']",2023,11,20,World J Clin Cases,"Vazquez O, et al. Subacute osteomyelitis due to Staphylococcus caprae in a teenager: A case report and review of the literature. Subacute osteomyelitis due to Staphylococcus caprae in a teenager: A case report and review of the literature. 2023; 11:4897-4902. doi: 10.12998/wjcc.v11.i20.4897",https://pubmed.ncbi.nlm.nih.gov/37583987/
