pmid,Title,Abstract,Author,Year,Volume,Issue,Journal,Citation,Link
37775197,Functional Neurological Disorder: Diagnostic Pitfalls and Differential Diagnostic Considerations.,"Functional neurologic disorder (FND) is a ""rule-in"" diagnosis, characterized by positive examination signs or semiological features. Similar to other clinical diagnoses, providers should ideally see robustly present features, including if possible the identification of multiple features consistent with FND for the diagnosis to be made with a high degree of certainty. Diagnostic pitfalls need to be guarded against and vary depending on FND symptom subtype and the specific patient presentation. This perspective article aims to review pitfalls based on an FND symptom subtype, as well as discuss differential diagnostic considerations with respect to both neurologic and psychiatric entities.","['Finkelstein SA', 'Popkirov S']",2023,41,4,Neurol Clin,Finkelstein SA and Popkirov S. Functional Neurological Disorder: Diagnostic Pitfalls and Differential Diagnostic Considerations. Functional Neurological Disorder: Diagnostic Pitfalls and Differential Diagnostic Considerations. 2023; 41:665-679. doi: 10.1016/j.ncl.2023.04.001,https://pubmed.ncbi.nlm.nih.gov/37775197/
37775191,Lessons from a Neurologist After 25 Years of Functional Neurological Disorder Subspeciality Practice.,"The idea that a neurologist would do an 'FND clinic' or that functional neurological disorder (FND) could be a subspecialty of neurology would have been outlandish even 20 years ago but has become a reality in many places around the world. In this personal review, I reflect on 25 years of being a neurologist with an interest in FND, initially as a research fellow and later as a consultant/attending. I review lessons from diagnosis and management in the hope that they may assist other neurologists embarking on a similar career as well as other health professionals whose roles overlap.",['Stone J'],2023,41,4,Neurol Clin,Stone J. Lessons from a Neurologist After 25 Years of Functional Neurological Disorder Subspeciality Practice. Lessons from a Neurologist After 25 Years of Functional Neurological Disorder Subspeciality Practice. 2023; 41:569-582. doi: 10.1016/j.ncl.2023.02.001,https://pubmed.ncbi.nlm.nih.gov/37775191/
37724767,Objective and subjective neurocognitive functioning in functional motor symptoms and functional seizures: preliminary findings.,"INTRODUCTION: This study aimed to provide a preliminary assessment of objective and subjective neurocognitive functioning in individuals with functional motor symptoms (FMS) and/or functional seizures (FS). We tested the hypotheses that the FMS/FS group would display poorer objective attentional and executive functioning, altered social cognition, and reduced metacognitive accuracy.
METHOD: Individuals with FMS/FS (n = 16) and healthy controls (HCs, n = 17) completed an abbreviated CANTAB battery, and measures of intellectual functioning, subjective cognitive complaints, performance validity, and comorbid symptoms. Subjective performance ratings were obtained to assess local metacognitive accuracy.
RESULTS: The groups were comparable in age (p = 0.45), sex (p = 0.62), IQ (p = 0.57), and performance validity (p-values = 0.10-0.91). We observed no impairment on any CANTAB test in this FMS/FS sample compared to HCs, although the FMS/FS group displayed shorter reaction times on the Emotional Bias task (anger) (p = 0.01, np2 = 0.20). The groups did not differ in subjective performance ratings (p-values 0.15). Whilst CANTAB attentional set-shifting performance (total trials/errors) correlated with subjective performance ratings in HCs (p-values<0.005, r
CONCLUSIONS: These results suggest a discordance between objective and subjective neurocognitive functioning in this FMS/FS sample, reflecting intact test performance alongside poorer subjective cognitive functioning. Further investigation of neurocognitive functioning in FND subgroups is necessary.","['Pick S', 'Millman LSM', 'Sun Y', 'Short E', 'Stanton B', 'Winston JS', 'Mehta MA', 'Nicholson TR', 'Reinders AATS', 'David AS', 'Edwards MJ', 'Goldstein LH', 'Hotopf M', 'Chalder T']",2023,,,J Clin Exp Neuropsychol,"Pick S, et al. Objective and subjective neurocognitive functioning in functional motor symptoms and functional seizures: preliminary findings. Objective and subjective neurocognitive functioning in functional motor symptoms and functional seizures: preliminary findings. 2023; (unknown volume):1-18. doi: 10.1080/13803395.2023.2245110",https://pubmed.ncbi.nlm.nih.gov/37724767/
37717461,Functional neurological seizures and migraine: A systematic review and case series.,"BACKGROUND: The seizure subtype of functional neurological disorder (FND-seizures) is a common neuropsychiatric condition manifesting with episodic epilepsy-like events. Despite the common belief that FND-seizures are precipitated by psychological stressors, neurological disorders may also be triggers. In 1890, Babinski described four cases of FND symptoms associated with migraine attacks. Despite the passing of more than 130 years since this first clinical observation, the relationship between FND-seizures and migraine is not fully elucidated.
OBJECTIVES: (1) To complete a systematic review of the literature that investigated potential associations between FND-seizures and migraine and the response of FND seizures to treatment with migraine prophylactic medications (2). To undertake a retrospective study of patients with FND-seizures and migraine, including response to migraine prophylaxis.
METHODS: (1) Using PRISMA methods, we completed a systematic review of EMBASE and Scopus databases from inception to March 31, 2021, for literature on FND-seizures and migraine. (2) Our multi-disciplinary team, including subspecialists in psychosomatic medicine, epilepsy, and headache disorders, reviewed consecutive patients diagnosed with FND-seizures and migraine to assess potential causal associations and responses to standard migraine prophylactic medications.
RESULTS: (1) The search yielded seven studies from 126 screened manuscripts (N = 1,186 patients with FND-seizures; mean age 38.7 years; 72.6% female). They varied substantially in design, population, diagnostic measures, and outcomes. Nevertheless, all studies found associations between FND-seizures and migraine, which were stronger than those between epileptic seizures and migraine in comparative investigations, but provided limited information on treatment response. (2) In our case series, investigators reached unanimous consensus that migraine attacks triggered FND-seizures in 28/43 (65.1%) patients reviewed (mean age, 38.8 years; 74% female). In 19/26 (73%) patients with adequate follow-up data, treatment with migraine prophylactic medications alone (no behavioral interventions) concomitantly reduced FND-seizure and headache frequency by >50%.
CONCLUSION: Our systematic review and case series indicate that migraine attacks may trigger FND-seizures, perhaps more often that currently understood, and suggest that migraine prophylaxis may reduce FND-seizure frequency in such cases. To validate these observations, fully powered prospective investigations are required.","['Duque L', 'Garza I', 'Cascino GD', 'Staab JP']",2023,147,,Epilepsy Behav,"Duque L, et al. Functional neurological seizures and migraine: A systematic review and case series. Functional neurological seizures and migraine: A systematic review and case series. 2023; 147:109437. doi: 10.1016/j.yebeh.2023.109437",https://pubmed.ncbi.nlm.nih.gov/37717461/
37697728,Healthcare employment as a risk factor for functional neurological disorder: A case-control study.,"BACKGROUND AND PURPOSE: Female gender, younger age and stressful life events are known predisposing factors for functional neurological disorders (FNDs). Employment in a healthcare profession has also been suggested to be a predisposing factor. We set out to conduct a large-scale case-control study to estimate the rate employment in a healthcare profession among people with FND.
METHODS: We included 200 consecutive patients with a confirmed diagnosis of FND, referred to our clinic at University Hospital Bern Switzerland between October 1, 2016, and August 1, 2019. In addition, we included a control group of 200 patients with a confirmed neurological disorder, matched for age and gender, seen during the same period. The primary endpoint was to compare the prevalence of healthcare professionals between the groups. We also describe the clinical manifestations and concomitant psychiatric diagnoses in the FND cohort.
RESULTS: Female gender was predominant (70%), and the participants' mean age was 37 years. The proportion of healthcare professionals in the FND patients was 18% (33/186), which was significantly higher than in the control group, in which it was 10.6% (17/189; p = 0.019, 95% confidence interval odds ratio 1.168-4.074). Most healthcare professionals in both cohorts were nurses (21/33 among FND patients, 10/17 among controls). Among FND patients, 140 (70%) had motor symptoms and 65 (32.5%) had a concomitant psychiatric diagnosis.
CONCLUSION: This case-control study confirmed a higher rate of employment in healthcare professions in patients with FND, suggesting two potential mechanisms of FND: exposure to models/specific knowledge about neurological symptoms or stress-related professional factors. This warrants further studies on underlying mechanisms and prevention.","['Vanini G', 'Bühler J', 'Weber S', 'Steinauer M', 'Aybek S']",2023,,,Eur J Neurol,"Vanini G, et al. Healthcare employment as a risk factor for functional neurological disorder: A case-control study. Healthcare employment as a risk factor for functional neurological disorder: A case-control study. 2023; (unknown volume):(unknown pages). doi: 10.1111/ene.16056",https://pubmed.ncbi.nlm.nih.gov/37697728/
37695443,The Financial Burden of Functional Neurological Disorders.,"PURPOSE OF REVIEW: Functional neurological disorder (FND) is a common and severely debilitating condition lacking clinical ownership, existing between neurology and psychiatry. This article reports the findings of recent research investigating the economic costs of FND diagnosis and management. We define what the costs are, why they exist, and suggest actionable steps to reduce them.
RECENT FINDINGS: The financial burden of FND exists across the globe characterized by high healthcare utilization resulting in exorbitant direct and indirect costs for the patient, healthcare system, and society. Inadequate medical education and stigmatization of the disorder prolong the time to diagnosis, during which cyclical utilization of inpatient and emergency department services drive up costs. Despite being cost-effective, lack of accessible treatment compounds the issue, leaving patients without a reliable exit. Recent findings support an increased awareness and the need for a cultural shift to overcome the financial burden associated with this underserved population.","['Watson M', 'Woodward J', 'Strom LA']",2023,23,10,Curr Neurol Neurosci Rep,"Watson M, et al. The Financial Burden of Functional Neurological Disorders. The Financial Burden of Functional Neurological Disorders. 2023; 23:637-643. doi: 10.1007/s11910-023-01298-8",https://pubmed.ncbi.nlm.nih.gov/37695443/
37691316,A Case Series of Transgender and Gender-Nonconforming Patients in a Pediatric Functional Neurologic Disorder Clinic.,"Youth who identify as transgender and gender nonconforming (TGNC) are at increased risk of anxiety, depression, bullying, and loss of social and family support. These factors may increase the risk of developing functional neurologic disorder (FND). If the risk of FND is increased in TGNC youth, then identifying which youth are at increased risk, and the particular times when risk is increased, may allow for earlier diagnosis and treatment of FND. Better awareness of functional symptoms among clinicians who care for TGNC youth may prevent disruption of gender-affirming care if FND symptoms emerge. Patients diagnosed with FND who are TGNC may require different forms of intervention than other youth with FND. We present 4 cases from our multidisciplinary pediatric FND program of TGNC youth who developed FND. In all individuals for whom follow-up information was available, access to gender-affirming health care was associated with marked improvement or resolution of FND symptoms.","['Wilkinson-Smith A', 'Lerario MP', 'Klindt KN', 'Waugh JL']",2023,,,J Child Neurol,"Wilkinson-Smith A, et al. A Case Series of Transgender and Gender-Nonconforming Patients in a Pediatric Functional Neurologic Disorder Clinic. A Case Series of Transgender and Gender-Nonconforming Patients in a Pediatric Functional Neurologic Disorder Clinic. 2023; (unknown volume):8830738231200520. doi: 10.1177/08830738231200520",https://pubmed.ncbi.nlm.nih.gov/37691316/
37649944,Functional Neurological Disorder Overlapping Paroxysmal Kinesigenic Dyskinesia Confirmed by Genetic Diagnosis.,"Functional neurological disorder (FND) may mimic various kinds of neurologic diseases and may coexist with other neurologic disorders. In cases overlapped by FND, it might be challenging to distinguish symptoms induced by FND and those induced by other underlying neurological disorders, especially when patients show no positive signs indicative of FND. Here, we present the case of a patient who was genetically diagnosed with paroxysmal kinesigenic dyskinesia (PKD). However, most of the patient's symptoms were considered to indicate FND. To our knowledge, there are no reports of FND overlapping PKD. This case illustrates the possibility that FND can coexist with and mimic symptoms of other diseases. It is necessary to rule out coexisting FND symptoms that may modify clinical presentations that cannot simply be explained by a recognized neurological disease.","['Ohira M', 'Osada T', 'Kimura H', 'Sano T', 'Takao M']",2023,15,7,Cureus,"Ohira M, et al. Functional Neurological Disorder Overlapping Paroxysmal Kinesigenic Dyskinesia Confirmed by Genetic Diagnosis. Functional Neurological Disorder Overlapping Paroxysmal Kinesigenic Dyskinesia Confirmed by Genetic Diagnosis. 2023; 15:e42693. doi: 10.7759/cureus.42693",https://pubmed.ncbi.nlm.nih.gov/37649944/
37638460,The importance of screening for functional neurological disorders in patients with persistent post-concussion symptoms.,"BACKGROUND: Functional neurological disorder (FND) may commonly co-occur with persistent symptoms following a psychological trauma or physical injury such as concussion.
OBJECTIVE: To explore the occurrence of FND in a population with persistent post-concussion symptoms (PPCS) and the associations between FND and depression as well as anxiety in participants with PPCS.
METHODS: Sixty-three individuals with PPCS presenting to a specialized brain injury clinic completed the following questionnaires: screening for somatoform disorder conversion disorder subscale (SOM-CD), Rivermead post-concussion symptom questionnaire (RPQ), patient health questionnaire-9 (PHQ-9), and generalized anxiety disorder questionnaire- 7 (GAD-7). Both multiple linear regression and logistic regression were conducted to evaluate the relationship between questionnaires and adjust for covariates.
RESULTS: We found that total RPQ score (βˆ= 0.27; 95% CI = [0.16, 0.38]), GAD-7 score (βˆ= 0.71; 95% CI = [0.50, 0.92]) and PHQ-9 score (βˆ= 0.54; 95% CI = [0.32, 0.76]) were positively associated with SOM-CD score individually, after consideration of other covariates. Participants meeting the criteria for severe FND symptoms were 4.87 times more likely to have high PPCS symptom burden (95% CI = [1.57, 22.84]), 8.95 times more likely to have severe anxiety (95% CI = [3.31, 35.03]) and 4.11 times more likely to have severe depression symptom burden (95% CI = [1.77, 11.53]).
CONCLUSION: The findings of this study indicate an association between FND and post-concussion symptoms as well as an association between FND and symptoms of depression and anxiety in patients with PPCS. Patients with PPCS should be screened for FND to provide a more targeted treatment approach that includes somatic-focused interventions.","['Jobin K', 'Wang M', 'du Plessis S', 'Silverberg ND', 'Debert CT']",2023,53,2,NeuroRehabilitation,"Jobin K, et al. The importance of screening for functional neurological disorders in patients with persistent post-concussion symptoms. The importance of screening for functional neurological disorders in patients with persistent post-concussion symptoms. 2023; 53:199-208. doi: 10.3233/NRE-237002",https://pubmed.ncbi.nlm.nih.gov/37638460/
37599546,Speech and language therapy: A treatment case series of 20 patients with functional speech disorder.,"BACKGROUND: While expert consensus recommendations support the use of speech and language therapy (SLT) for patients with functional speech disorder (FND-speech), there are limited published data on clinical outcomes.
OBJECTIVE: To retrospectively report the treatment outcomes and clinical characteristics of patients with FND-speech that attended outpatient SLT as part of a multidisciplinary program for functional neurological disorder (FND).
METHODS: In this case series, we included adult patients with FND-speech that consecutively participated in outpatient SLT at our institution between October 2014 and September 2021. Baseline demographic and neuropsychiatric characteristics were extracted from the medical records, along with data on FND-speech phenotypes, number of treatment sessions received, and clinician-determined outcomes. Only descriptive statistics were used to report findings.
RESULTS: Twenty patients met inclusion criteria; ages ranged from 21-77, with a mean of 51.6±16.2 years. 85% of the cohort presented with mixed FND-speech symptoms. Patients attended a range of 2-37 visits, with an average of 9.2±8.0 visits over 4.4±3.5 months. At the last treatment session, 3 patients were asymptomatic, 15 had improved, and 2 had not improved; 8 individuals that improved received video telehealth interventions.
CONCLUSION: This case series lends additional support for outpatient SLT in the assessment and management of individuals with FND-speech, and may help clarify patient and provider treatment expectations. Additional prospective research is needed to investigate baseline predictors of treatment response and further define the optimal frequency, intensity, duration, and clinical setting for SLT delivery in this population.","['Goldstein AN', 'Paredes-Echeverri S', 'Finkelstein SA', 'Guthrie AJ', 'Perez DL', 'Freeburn JL']",2023,53,2,NeuroRehabilitation,"Goldstein AN, et al. Speech and language therapy: A treatment case series of 20 patients with functional speech disorder. Speech and language therapy: A treatment case series of 20 patients with functional speech disorder. 2023; 53:227-238. doi: 10.3233/NRE-220182",https://pubmed.ncbi.nlm.nih.gov/37599546/
