pmid,Title,Abstract,Author,Year,Volume,Issue,Journal,Citation,Link
37757816,The role of aromatase inhibitors in slim women with breast cancer-related lymphoedema: a reflective case series.,"BACKGROUND: This case series follows the reflective processes undertaken, when five slim women presented with reactive oedemas of the forearm and hand, that did not respond to usual therapy.
AIM: To raise awareness about Aromatase Inhibitor (AI), Letrozole.
METHODS: Possible causes, including Cyclin-Dependent Kinase 4 and 6 (CDK4/6) inhibitors, Ribociclib and Axillary Web Syndrome, were explored and reviewed, and potential effective treatment options were then sought. New cases presented, which discounted each theory, until Letrozole was suspected.
RESULTS: Inflammatory oedemas were explained by the mechanisms-of-action relating to Aromatase Inhibitor Associated Musculoskeletal Syndrome (AIMSS), the severity of which, especially for slim women with oestrogen deprivation, causes almost 50% of women to cease treatment within 6 months; risking disease reoccurrence.
CONCLUSION: Permissions were gained, a table was collated and sent to referring consultants, requesting risk/benefit analysis of Letrozole with a medication review. If non-responsive, inflammatory oedemas present in clinic, AIs should be considered as a trigger.",['Anvar C'],2023,28,Sup10,Br J Community Nurs,Anvar C. The role of aromatase inhibitors in slim women with breast cancer-related lymphoedema: a reflective case series. The role of aromatase inhibitors in slim women with breast cancer-related lymphoedema: a reflective case series. 2023; 28:S14-S20. doi: 10.12968/bjcn.2023.28.Sup10.S14,https://pubmed.ncbi.nlm.nih.gov/37757816/
37686378,Enhanced Angiogenesis in HUVECs Preconditioned with Media from Adipocytes Differentiated from Lipedema Adipose Stem Cells In Vitro.,"Lipedema is a connective tissue disorder characterized by increased dilated blood vessels (angiogenesis), inflammation, and fibrosis of the subcutaneous adipose tissue. This project aims to gain insights into the angiogenic processes in lipedema using human umbilical vein endothelial cells (HUVECs) as an in vitro model. HUVECs were cultured in conditioned media (CM) collected from healthy (non-lipedema, AQH) and lipedema adipocytes (AQL). The impacts on the expression levels of multiple endothelial and angiogenic markers [CD31, von Willebrand Factor (vWF), angiopoietin 2 (ANG2), hepatocyte growth factor (HGF), vascular endothelial growth factor (VEGF), matrix metalloproteinase (MMPs), NOTCH and its ligands] in HUVECs were investigated. The data demonstrate an increased expression of CD31 and ANG2 at both the gene and protein levels in HUVECs treated with AQL CM in 2D monolayer and 3D cultures compared to untreated cells. Furthermore, the expression of the vWF, NOTCH 4, and DELTA-4 genes decreased. In contrast, increased VEGF, MMP9, and HGF gene expression was detected in HUVECs treated with AQL CM cultured in a 2D monolayer. In addition, the results of a tube formation assay indicate that the number of formed tubes increased in lipedema-treated HUVECs cultured in a 2D monolayer. Together, the data indicate that lipedema adipocyte-CM promotes angiogenesis through paracrine-driven mechanisms.","['Al-Ghadban S', 'Walczak SG', 'Isern SU', 'Martin EC', 'Herbst KL', 'Bunnell BA']",2023,24,17,Int J Mol Sci,"Al-Ghadban S, et al. Enhanced Angiogenesis in HUVECs Preconditioned with Media from Adipocytes Differentiated from Lipedema Adipose Stem Cells In Vitro. Enhanced Angiogenesis in HUVECs Preconditioned with Media from Adipocytes Differentiated from Lipedema Adipose Stem Cells In Vitro. 2023; 24:(unknown pages). doi: 10.3390/ijms241713572",https://pubmed.ncbi.nlm.nih.gov/37686378/
37682801,2024 will mark a new era in lymphoedema coverage in the US.,,"['Armer JM', 'Anderson EA', 'Francis K', 'Ferguson H']",2023,32,Sup9,J Wound Care,"Armer JM, et al. 2024 will mark a new era in lymphoedema coverage in the US. 2024 will mark a new era in lymphoedema coverage in the US. 2023; 32:S4. doi: 10.12968/jowc.2023.32.Sup9.S4",https://pubmed.ncbi.nlm.nih.gov/37682801/
37681787,"The Advanced Care Study: Current Status of Lipedema in Spain, A Descriptive Cross-Sectional Study.","INTRODUCTION: The pathologic features of fatty tissue in lipedema are often challenging to diagnose, thus allowing for variable bias and leading to underdiagnosis. Lipedema is a disease that is currently little known worldwide, but it represents a public health problem and demands immediate, well-directed healthcare. Insufficient scientific information limits medical action, which limits making diagnoses and addressing an adequate multidisciplinary treatment. This study aims to evaluate the current state of lipedema in Spain to contextualize the disease's pathophysiological characteristics and thus achieve a consensus that unifies and defines its diagnostic criteria and medical management. Likewise, this study aims to determine the effectiveness of the various treatments applied to the study patients and to evaluate the consequences of the pandemic related to this disease.
MATERIAL AND METHODS: The present work is a descriptive, cross-sectional study that analyzed online questionnaires. It was applied to 1069 patients and collected over 9 months between 2021 and 2022. The questionnaires were distributed to the leading national and regional associations of patients affected by lipedema. The study included all patients in a group who had a diagnosis of lipedema and in a group of undiagnosed patients with six or more symptoms. The variables analyzed were age, weight, height, body mass index (BMI), type of lipedema (according to Schingale's classification), symptoms (according to Wolf's classification, modified by Herbst), and treatments performed (physiotherapy, compression garments, sports, diet, radiofrequency, mesotherapy, and surgery), associated with the score given by the patients regarding the degree of improvement in their disease with each of these treatments.
RESULTS: There were 967 women and 2 men between 18 and 75 years old (mean of 38.5 years); a body weight between 33 and 150 kg (mean 75.8 kg); a height between 144 and 180 cm (mean 164 cm); and an average body mass index (BMI) of 28.1. The most common kind of lipedema in our study population was type III (affecting the hips, thighs, and calves). The treatment that individually improved patients' quality of life the most was surgery, only surpassed by the multidisciplinary approach to the disease, including conservative measures.
CONCLUSIONS: With this study, we can conclude that, in Spain, there is a real problem associated with the diagnosis of lipedema, specifying the need to seek this diagnosis actively and propose multidisciplinary management, since it offers the best overall results, of course not without forgetting that surgery is one of the most critical pillars in the approach to this disease. Consistent with the results obtained in this study, criteria were proposed and applied to represent a statistical value at the time of ruling on the clinical diagnosis of lipedema, considering that a patient who presents six or more of these diagnostic criteria, with a very high probability, will have lipedema.","['Carballeira Braña A', 'Poveda Castillo J']",2023,20,17,Int J Environ Res Public Health,"Carballeira Braña A and Poveda Castillo J. The Advanced Care Study: Current Status of Lipedema in Spain, A Descriptive Cross-Sectional Study. The Advanced Care Study: Current Status of Lipedema in Spain, A Descriptive Cross-Sectional Study. 2023; 20:(unknown pages). doi: 10.3390/ijerph20176647",https://pubmed.ncbi.nlm.nih.gov/37681787/
37646300,Body mass index vs. waist-to-height-ratio in patients with lipohyperplasia dolorosa (vulgo lipedema).,"BACKGROUND: Lipedema, also known as lipohyperplasia dolorosa (LiDo), is a painful condition affecting women, causing a disproportionate accumulation of subcutaneous adipose tissue in the extremities. It carries a lower risk of diabetes and cardio-metabolic dysfunctions compared to obesity, but coincident obesity can complicate diagnosis and treatment.
PATIENTS AND METHODS: This retrospective study included 607 female LiDo patients, ≥ 18 years, stage 1-3, from Germany, the UK, and Spain. Data were collected as part of the standard initial assessment for LiDo patients.
RESULTS: Based on waist-to-height-ratio (WHtR), 15.2% of patients were underweight, 45.5% normal weight, 22.1% overweight and 17.3% obese. There was a significant association between WHtR category and age group. Body mass index (BMI) is often overestimated, leading to misdiagnosis of obesity.
CONCLUSIONS: The use of BMI also affects the recent decision of the German Federal Joint Committee on the reimbursement of liposuction costs by health insurance funds. Patients with BMI of more than 40 kg/m","['Brenner E', 'Forner-Cordero I', 'Faerber G', 'Rapprich S', 'Cornely M']",2023,21,10,J Dtsch Dermatol Ges,"Brenner E, et al. Body mass index vs. waist-to-height-ratio in patients with lipohyperplasia dolorosa (vulgo lipedema). Body mass index vs. waist-to-height-ratio in patients with lipohyperplasia dolorosa (vulgo lipedema). 2023; 21:1179-1185. doi: 10.1111/ddg.15182",https://pubmed.ncbi.nlm.nih.gov/37646300/
37644422,Assessment of lipoedema awareness among polish women- online survey study.,"BACKGROUND: Lipoedema is an adipose tissue disorder that is still not fully understood. The primary purpose of this study is to explore the state of knowledge and understanding of lipoedema among Polish women. The secondary aim is to investigate the possible association between knowledge and factors such as BMI, self-reported symptoms, and age.
METHODS: One hundred seventy polish women took part in an online survey study that was posted to social media groups and forums in January 2022. The survey consisted of 12 questions and aimed at assessing the basic knowledge about lipoedema.
RESULTS: The least proportion of participants (4%) could correctly indicate the methods of lipoedema treatment. The accurate definition of lipoedema was indicated only by 7% of women, 12% identified characteristic features of lipoedema, and 37% correctly evaluated lipoedema curability. The greatest proportion of respondents knew the differences between obesity and lipoedema (50%).
CONCLUSIONS: Awareness of lipoedema among women is deficient. A significant proportion of the respondents report the occurrence of lipoedema symptoms. In order to improve the situation of lipoedema patients, it is crucial to increase the knowledge about this condition both among medical professionals and the general public.","['Hansdorfer-Korzon R', 'Czerwińska M', 'Teodorczyk J', 'Szamotulska J']",2023,23,1,BMC Womens Health,"Hansdorfer-Korzon R, et al. Assessment of lipoedema awareness among polish women- online survey study. Assessment of lipoedema awareness among polish women- online survey study. 2023; 23:457. doi: 10.1186/s12905-023-02614-7",https://pubmed.ncbi.nlm.nih.gov/37644422/
37638423,The value of sonographic microvascular imaging in the diagnosis of lipedema.,"BACKGROUND: Lipedema is a chronic disease marked by symmetric enlargement of painful nodular and fibrotic adipose tissue, predominantly affecting the limbs. Since there is no specific test or biomarker for this condition, years often pass before the diagnosis of lipedema is established for the first time, thereby causing psychosocial distress, including depression, eating disorders, and social isolation. Over the last few years several advanced Doppler-based technologies have been developed to visualize slow flow blood vessels and superficial microvascular architecture undetectable by traditional color Doppler flow imaging (CDFI).
OBJECTIVE: The aim of this study was to evaluate the superficial microvascular anatomy in lipedema patients compared to healthy controls and investigate the clinical significance of the Ultra Micro Angiography (UMA) technology in the diagnosis of lipedema. This new technique may contribute to reduce the diagnostic delay and, eventually, establish and guide treatment strategies toward a better therapeutic outcome in lipedema patients.
METHODS: 25 patients with lipedema and ten healthy controls with no history of lipedema were included in this study. All ultrasound examinations were performed on a novel high-performance ultrasound system (Resona R9/Mindray) using CDFI and the UMA technique.
RESULTS: In all of the patients, Ultra Micro Angiography achieved the excellent visualization of microvascular structures, revealing that most lipedema patients showed grade 3 (n = 13) or grade 2 (n = 8) flow. UMA was superior to CDFI for depicting the microvascular structures.
CONCLUSIONS: Here we show that UMA imaging characterizes the subcutaneous microvasculature with an unprecedented accuracy. The method has the advantage of being sensitive to small, slow-flowing vessels. This allows for the assessment of the course of vessels and vascular pathologies in great detail. Thus, UMA as a non-invasive diagnostic method can improve diagnostic accuracy in lipedema.","['Kempa S', 'Tessmann V', 'Prantl L', 'Schmid S', 'Müller M', 'Jung EM', 'Tews HC']",2023,,,Clin Hemorheol Microcirc,"Kempa S, et al. The value of sonographic microvascular imaging in the diagnosis of lipedema. The value of sonographic microvascular imaging in the diagnosis of lipedema. 2023; (unknown volume):(unknown pages). doi: 10.3233/CH-238103",https://pubmed.ncbi.nlm.nih.gov/37638423/
37630844,Modified Mediterranean-Ketogenic Diet and Carboxytherapy as Personalized Therapeutic Strategies in Lipedema: A Pilot Study.,"In recent years, the use of the ketogenic diet as a proper nutritional treatment for lipedema has been hypothesized in the literature. This is the first clinical study evaluating the ketogenic diet and carboxytherapy in lipedema patients. In the present study, it was decided to use a modified Mediterranean ketogenic diet (MMKD) in combination with carboxytherapy. Since lipedema is characterized by microangiopathy, local hypoxia, and increased subcutaneous adipose tissue (SAT) deposition, carboxytherapy could improve painful symptoms and skin tone. A total of 22 subjects were included in the data analysis, divided into three groups; 8 patients underwent MMKD combined with carboxytherapy sessions (KDCB group), 8 underwent MMKD nutritional treatment alone (KD group), and 6 patients underwent only carboxytherapy sessions (CB group), for a total of 10 weeks of treatment for all three groups. It was observed that the ketogenic diet effectively induced weight and fat mass loss, including in the limbs, areas considered unresponsive to diet therapy in lipedema patients. However, the best results were obtained from the combination of the ketogenic diet and carboxytherapy, which showed improvements in both body composition and skin texture and a reduction in pain, along with an improvement in sleep quality. It would be helpful to conduct a clinical trial on a larger scale and over a more extended period to observe the results in the long term as well.","['Di Renzo L', 'Gualtieri P', 'Zomparelli S', 'De Santis GL', 'Seraceno S', 'Zuena C', 'Frank G', 'Cianci R', 'Centofanti D', 'De Lorenzo A']",2023,15,16,Nutrients,"Di Renzo L, et al. Modified Mediterranean-Ketogenic Diet and Carboxytherapy as Personalized Therapeutic Strategies in Lipedema: A Pilot Study. Modified Mediterranean-Ketogenic Diet and Carboxytherapy as Personalized Therapeutic Strategies in Lipedema: A Pilot Study. 2023; 15:(unknown pages). doi: 10.3390/nu15163654",https://pubmed.ncbi.nlm.nih.gov/37630844/
37629361,"Understanding the Vicious Circle of Pain, Physical Activity, and Mental Health in Lipedema Patients-A Response Surface Analysis.","Lipedema is a widespread disease with painful accumulations of subcutaneous fat in the legs and arms. Often, obesity co-occurs. Many patients suffer from impairment in mobility and mental health. Obesity and mental health in turn can be positively influenced by physical activity. In this study, we aimed to examine the interrelations between pain and physical activity on mental health in lipedema patients. In total, 511 female lipedema patients (age M = 40.16 ± 12.45 years, BMI M = 33.86 ± 7.80 kg/m","['Aitzetmüller-Klietz ML', 'Busch L', 'Hamatschek M', 'Paul M', 'Schriek C', 'Wiebringhaus P', 'Aitzetmüller-Klietz M', 'Kückelhaus M', 'Hirsch T']",2023,12,16,J Clin Med,"Aitzetmüller-Klietz ML, et al. Understanding the Vicious Circle of Pain, Physical Activity, and Mental Health in Lipedema Patients-A Response Surface Analysis. Understanding the Vicious Circle of Pain, Physical Activity, and Mental Health in Lipedema Patients-A Response Surface Analysis. 2023; 12:(unknown pages). doi: 10.3390/jcm12165319",https://pubmed.ncbi.nlm.nih.gov/37629361/
37575263,"Lipedema stage affects adipocyte hypertrophy, subcutaneous adipose tissue inflammation and interstitial fibrosis.","INTRODUCTION: Lipedema is a painful subcutaneous adipose tissue (SAT) disease characterized by adipocyte hypertrophy, immune cell recruitment, and fibrosis in the affected areas. These features are thought to contribute to the development and progression of the condition. However, the relationship between lipedema disease stage and the associated adipose tissue changes has not been determined so far.
METHODS: SAT biopsies of 32 lipedema patients, ranging across the pathological stages I to III, and 14 BMI- and age-matched controls were harvested from lipedema-affected thighs and non-symptomatic lower abdominal regions. Histological and immunohistochemical (IHC) staining and expression analysis of markers for adipogenesis, immunomodulation, and fibrosis were performed on the tissue biopsies.
RESULTS: Lipedema patients showed increased adipocyte areas and a stage-dependent shift towards larger cell sizes in the thighs. Lipedema SAT was linked with increased interstitial collagen accumulation in the thighs, but not the lower abdominal region when compared to controls. There was a trend toward progressive SAT fibrosis of the affected thighs with increasing lipedema stage. Elevated gene expression levels of macrophage markers were found for thigh SAT biopsies, but not in the abdominal region. IHC staining of lipedema thigh biopsies confirmed a transiently elevated macrophage polarization towards an M2-like (anti-inflammatory) phenotype.
CONCLUSIONS: In summary, lipedema SAT is associated with stage-dependent adipocyte hypertrophy, stage-progressive interstitial fibrosis and elevated proportion of M2-like macrophages. The character of the inflammatory response differs from primary obesity and may possess an essential role in the development of lipedema.","['Kruppa P', 'Gohlke S', 'Łapiński K', 'Garcia-Carrizo F', 'Soultoukis GA', 'Infanger M', 'Schulz TJ', 'Ghods M']",2023,14,,Front Immunol,"Kruppa P, et al. Lipedema stage affects adipocyte hypertrophy, subcutaneous adipose tissue inflammation and interstitial fibrosis. Lipedema stage affects adipocyte hypertrophy, subcutaneous adipose tissue inflammation and interstitial fibrosis. 2023; 14:1223264. doi: 10.3389/fimmu.2023.1223264",https://pubmed.ncbi.nlm.nih.gov/37575263/
37564707,A Comprehensive Approach to Posttraumatic Lymphedema Surgical Treatment.,,"['Pereira N', 'Oñate V', 'Roa R']",2023,50,4,Arch Plast Surg,"Pereira N, et al. A Comprehensive Approach to Posttraumatic Lymphedema Surgical Treatment. A Comprehensive Approach to Posttraumatic Lymphedema Surgical Treatment. 2023; 50:422-431. doi: 10.1055/s-0043-1768645",https://pubmed.ncbi.nlm.nih.gov/37564707/
37541718,Approach to the Patient with Non-cardiac Leg Swelling.,"One of the most common reasons for patient visits in the outpatient practice is lower extremity swelling. Non-cardiac etiologies are the most frequent reason for these encounters. The approach to this patient population will focus on the 7 key questions to initiate the gathering of historical information on the etiology of leg swelling. Figures and tables will complement the text for diagnosing lower extremity swelling. In this article, the common non-cardiac etiologies will be reviewed which include medications, chronic venous insufficiency, lymphatic disease, lipedema, venous thrombosis, and musculoskeletal etiologies.","['Merli GJ', 'Yenser H', 'Orapallo D']",2023,107,5,Med Clin North Am,"Merli GJ, et al. Approach to the Patient with Non-cardiac Leg Swelling. Approach to the Patient with Non-cardiac Leg Swelling. 2023; 107:945-961. doi: 10.1016/j.mcna.2023.05.009",https://pubmed.ncbi.nlm.nih.gov/37541718/
37530741,Intracellular and Extracellular Water Balance in Patients with Lipedema.,,"['Esmer M', 'Schingale FJ']",2023,21,5,Lymphat Res Biol,Esmer M and Schingale FJ. Intracellular and Extracellular Water Balance in Patients with Lipedema. Intracellular and Extracellular Water Balance in Patients with Lipedema. 2023; 21:501-503. doi: 10.1089/lrb.2023.0007,https://pubmed.ncbi.nlm.nih.gov/37530741/
37510461,Patient-Reported Outcomes of Liposuction for Lipedema Treatment.,"BACKGROUND: Lipedema, as a disabling and consequential disease, is gaining more awareness due to its potential omnipresence. Patients suffering from lipedema show a characteristic painful display of symmetric accumulations of adipose tissue. The combination of swelling, pain and decreased quality of life (QOL) is outstanding for the diagnosis. The aim of this study was to identify the effect of liposuction in terms of the QOL for patients and underline important factors of current and pending research regarding surgical therapy of lipoedema.
METHODS: Patients suffering from lipedema prior to and after receiving liposuction at our hospital were included in this study. Patients completed a lipedema-specific self-designed 50 item questionnaire: the World Health Organization Quality of Life BREF (WHOQOL-BREF) and the Patient Health Questionnaire 9 (PHQ-9). A linear mixed model was used for outcome analysis.
RESULTS: In total, 511 patients completed a questionnaire prior to the surgery at primary presentation to the hospital and a total number of 56 patients completed a questionnaire after liposuction. A total of 34 of these patients filled in both questionnaires prior to and after surgery. The general characteristics of the disease, such as daily symptoms and psychological health, pertinently improved after surgery.
CONCLUSIONS: Liposuction can have a general improving effect on the QOL of patients, both in private and professional life. Liposuction may currently be the most evident and promising method in the treatment of lipedema.","['Kirstein F', 'Hamatschek M', 'Knors H', 'Aitzetmueller-Klietz ML', 'Aitzetmueller-Klietz M', 'Wiebringhaus P', 'Varnava C', 'Hirsch T', 'Kueckelhaus M']",2023,11,14,Healthcare (Basel),"Kirstein F, et al. Patient-Reported Outcomes of Liposuction for Lipedema Treatment. Patient-Reported Outcomes of Liposuction for Lipedema Treatment. 2023; 11:(unknown pages). doi: 10.3390/healthcare11142020",https://pubmed.ncbi.nlm.nih.gov/37510461/
